hotel_name,hotel_class,hotel_room_price,ta_rating,ta_location,ta_cleanliness,ta_service,ta_value,review_count,url
L & M Hearthstones Lodge,2.5,0,4.5,4.0,4.5,4.5,4.5,39,/Hotel_Review-g298460-d6628493-Reviews-L_M_Hearthstones_Lodge-Cebu_City_Cebu_Island_Visayas.html
West Gorordo Hotel Cebu,3.0,0,4.0,4.5,4.5,4.5,4.0,60,/Hotel_Review-g298460-d1157775-Reviews-West_Gorordo_Hotel_Cebu-Cebu_City_Cebu_Island_Visayas.html
Ford's Inn,3.0,0,4.0,4.5,4.5,4.0,4.5,18,/Hotel_Review-g298460-d1601242-Reviews-Ford_s_Inn-Cebu_City_Cebu_Island_Visayas.html
St. Moritz Hotel,2.0,0,3.5,3.5,3.5,3.5,3.5,28,/Hotel_Review-g298460-d628344-Reviews-St_Moritz_Hotel-Cebu_City_Cebu_Island_Visayas.html
Paulo Luna Resort & Spa,3.0,0,3.5,4.0,5.0,3.5,3.5,37,/Hotel_Review-g298460-d8491872-Reviews-Paulo_Luna_Resort_Spa-Cebu_City_Cebu_Island_Visayas.html
Hotel Asia,3.0,"1,867",3.5,3.5,4.0,3.5,3.0,39,/Hotel_Review-g298460-d1123955-Reviews-Hotel_Asia-Cebu_City_Cebu_Island_Visayas.html
Travelbee Capitol Inn Cebu,2.0,0,3.5,4.5,3.5,4.0,4.0,26,/Hotel_Review-g298460-d2248010-Reviews-Travelbee_Capitol_Inn_Cebu-Cebu_City_Cebu_Island_Visayas.html
Tipolo Tree Services Apartments,3.0,0,4.5,5.0,5.0,5.0,0,5,/Hotel_Review-g298460-d11779513-Reviews-Tipolo_Tree_Services_Apartments-Cebu_City_Cebu_Island_Visayas.html
Down South Hostel,0,0,4.0,4.0,4.0,0,0,6,/Hotel_Review-g298460-d15233385-Reviews-Down_South_Hostel-Cebu_City_Cebu_Island_Visayas.html
Intosan Beach Resort,0,0,3.0,3.5,3.0,3.0,3.0,31,/Hotel_Review-g298460-d2098743-Reviews-Intosan_Beach_Resort-Cebu_City_Cebu_Island_Visayas.html
Ringtop Pension House,3.0,0,5.0,0,0,0,0,2,/Hotel_Review-g298460-d11866791-Reviews-Ringtop_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Balay Bakasyunan,2.0,0,4.0,2.0,4.0,3.5,4.0,5,/Hotel_Review-g298460-d6506301-Reviews-Balay_Bakasyunan-Cebu_City_Cebu_Island_Visayas.html
Cebu Rooms - San Marino Residences,2.5,"1,450",4.5,5.0,5.0,0,0,2,/Hotel_Review-g298460-d14996191-Reviews-Cebu_Rooms_San_Marino_Residences-Cebu_City_Cebu_Island_Visayas.html
The Nest @ Cebu,3.0,0,4.5,5.0,4.0,0,0,2,/Hotel_Review-g298460-d13538000-Reviews-The_Nest_Cebu-Cebu_City_Cebu_Island_Visayas.html
In & Go Hostel,2.5,0,4.5,5.0,4.5,4.0,0,2,/Hotel_Review-g298460-d13416537-Reviews-In_Go_Hostel-Cebu_City_Cebu_Island_Visayas.html
Chatswood Residences,3.0,0,4.0,5.0,3.0,3.0,0,8,/Hotel_Review-g298460-d10691702-Reviews-Chatswood_Residences-Cebu_City_Cebu_Island_Visayas.html
Buena Vida Suites Capitol,0,0,3.5,4.0,3.5,3.5,3.5,23,/Hotel_Review-g298460-d2263168-Reviews-Buena_Vida_Suites_Capitol-Cebu_City_Cebu_Island_Visayas.html
Casa Pelaez,2.5,0,4.5,4.0,5.0,4.0,0,3,/Hotel_Review-g298460-d4878373-Reviews-Casa_Pelaez-Cebu_City_Cebu_Island_Visayas.html
Guesthouse Storyshare Guadalupe,2.5,0,5.0,4.0,5.0,5.0,0,1,/Hotel_Review-g298460-d13008282-Reviews-Guesthouse_Storyshare_Guadalupe-Cebu_City_Cebu_Island_Visayas.html
Steven's Place Hostel,3.0,0,3.5,0,0,0,0,3,/Hotel_Review-g298460-d11678228-Reviews-Steven_s_Place_Hostel-Cebu_City_Cebu_Island_Visayas.html
Gunners Lodge,3.0,0,3.5,5.0,3.0,0,0,3,/Hotel_Review-g298460-d6613422-Reviews-Gunners_Lodge-Cebu_City_Cebu_Island_Visayas.html
Grand Cenia Hotel and Residences,3.5,0,5.0,0,0,0,0,1,/Hotel_Review-g298460-d1439365-Reviews-Grand_Cenia_Hotel_and_Residences-Cebu_City_Cebu_Island_Visayas.html
Joyful Island Hostel,2.0,0,3.5,5.0,5.0,5.0,0,2,/Hotel_Review-g298460-d15189825-Reviews-Joyful_Island_Hostel-Cebu_City_Cebu_Island_Visayas.html
Lot 8 Serviced Apartments,5.0,0,4.0,4.0,4.0,4.0,0,1,/Hotel_Review-g298460-d7290919-Reviews-Lot_8_Serviced_Apartments-Cebu_City_Cebu_Island_Visayas.html
Cebu Budget Hotel,1.0,893,3.0,4.0,3.5,3.0,3.0,24,/Hotel_Review-g298460-d8352367-Reviews-Cebu_Budget_Hotel-Cebu_City_Cebu_Island_Visayas.html
RoMa's Guesthouse,2.5,0,3.5,4.0,4.0,0,0,3,/Hotel_Review-g298460-d7614973-Reviews-RoMa_s_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Hotel Le Carmen,0,0,3.0,3.5,3.0,3.0,3.5,21,/Hotel_Review-g298460-d968643-Reviews-Hotel_Le_Carmen-Cebu_City_Cebu_Island_Visayas.html
Hotel Casablanca,2.5,0,3.5,4.5,4.0,3.0,3.0,5,/Hotel_Review-g298460-d3221695-Reviews-Hotel_Casablanca-Cebu_City_Cebu_Island_Visayas.html
G & B Hostel,2.0,0,3.0,1.0,3.0,2.0,0,2,/Hotel_Review-g298460-d10731244-Reviews-G_B_Hostel-Cebu_City_Cebu_Island_Visayas.html
Odlot Hideaway Resort,3.0,0,3.0,0,0,0,0,1,/Hotel_Review-g298460-d6924122-Reviews-Odlot_Hideaway_Resort-Cebu_City_Cebu_Island_Visayas.html
Pedz Cing Mango Lodge,3.5,673,3.0,3.0,3.0,5.0,0,1,/Hotel_Review-g298460-d11954138-Reviews-Pedz_Cing_Mango_Lodge-Cebu_City_Cebu_Island_Visayas.html
Sunday Hostel,2.0,0,3.0,3.0,3.0,0,0,3,/Hotel_Review-g298460-d13382465-Reviews-Sunday_Hostel-Cebu_City_Cebu_Island_Visayas.html
La Residencia Luzviminda Pensionne,2.0,0,2.5,4.0,2.5,3.5,3.0,2,/Hotel_Review-g298460-d3507959-Reviews-La_Residencia_Luzviminda_Pensionne-Cebu_City_Cebu_Island_Visayas.html
C'est La Vie Pension,2.5,0,2.5,4.0,2.0,2.0,3.0,17,/Hotel_Review-g298460-d1229452-Reviews-C_est_La_Vie_Pension-Cebu_City_Cebu_Island_Visayas.html
Bunks Hostel,2.0,0,2.0,4.0,4.0,0,0,1,/Hotel_Review-g298460-d15124061-Reviews-Bunks_Hostel-Cebu_City_Cebu_Island_Visayas.html
Cebu Century Hotel,2.0,0,3.0,3.5,3.0,3.0,3.5,51,/Hotel_Review-g298460-d2192538-Reviews-Cebu_Century_Hotel-Cebu_City_Cebu_Island_Visayas.html
Transit Point Hostel Mactan Cebu,2.0,0,2.5,3.0,2.0,0,0,10,/Hotel_Review-g298460-d12483234-Reviews-Transit_Point_Hostel_Mactan_Cebu-Cebu_City_Cebu_Island_Visayas.html
Wins Pension House,1.5,0,1.0,3.0,4.0,2.0,0,1,/Hotel_Review-g298460-d11619285-Reviews-Wins_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Mambaling Pension House - 2,3.0,0,1.0,0,0,0,0,1,/Hotel_Review-g298460-d15049554-Reviews-Mambaling_Pension_House_2-Cebu_City_Cebu_Island_Visayas.html
Grand Residences Cebu,3.0,0,0,0,0,0,0,92,/Hotel_Review-g298460-d16876083-Reviews-Grand_Residences_Cebu-Cebu_City_Cebu_Island_Visayas.html
Guesthouse Storyshare,2.0,0,0,0,0,0,0,70,/Hotel_Review-g298460-d13007001-Reviews-Guesthouse_Storyshare-Cebu_City_Cebu_Island_Visayas.html
HLL Guesthouse,2.0,0,0,0,0,0,0,79,/Hotel_Review-g298460-d6828032-Reviews-HLL_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
In & GO Hotel,2.5,0,0,0,0,0,0,"1,119",/Hotel_Review-g298460-d15225247-Reviews-In_GO_Hotel-Cebu_City_Cebu_Island_Visayas.html
iPark Hotel,2.5,"1,071",0,0,0,0,0,47,/Hotel_Review-g298460-d14916477-Reviews-IPark_Hotel-Cebu_City_Cebu_Island_Visayas.html
Kryst Tourist Inn,3.0,0,0,0,0,0,0,19,/Hotel_Review-g298460-d17522434-Reviews-Kryst_Tourist_Inn-Cebu_City_Cebu_Island_Visayas.html
Lord’s Inn,3.0,0,0,0,0,0,0,92,/Hotel_Review-g298460-d13532044-Reviews-Lord_s_Inn-Cebu_City_Cebu_Island_Visayas.html
Luxs Capsule Hotel - Hostel Adults Only,2.0,0,0,0,0,0,0,99,/Hotel_Review-g298460-d16818069-Reviews-Luxs_Capsule_Hotel_Hostel_Adults_Only-Cebu_City_Cebu_Island_Visayas.html
Residencia Isabella,2.5,0,0,0,0,0,0,20,/Hotel_Review-g298460-d15035979-Reviews-Residencia_Isabella-Cebu_City_Cebu_Island_Visayas.html
Russel's Guesthouse,5.0,0,0,0,0,0,0,"4,165",/Hotel_Review-g298460-d12497635-Reviews-Russel_s_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Santoni's Place,3.5,0,0,0,0,0,0,92,/Hotel_Review-g298460-d17443133-Reviews-Santoni_s_Place-Cebu_City_Cebu_Island_Visayas.html
Southpole Pension House,2.0,930,0,0,0,0,0,31,/Hotel_Review-g298460-d9858421-Reviews-Southpole_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Sweet Home Balamban,3.5,0,0,0,0,0,0,233,/Hotel_Review-g298460-d10314473-Reviews-Sweet_Home_Balamban-Cebu_City_Cebu_Island_Visayas.html
Tanaka Guest House,3.0,0,0,0,0,0,0,96,/Hotel_Review-g298460-d17392863-Reviews-Tanaka_Guest_House-Cebu_City_Cebu_Island_Visayas.html
26th Avenue Guesthouse,2.0,0,0,0,0,0,0,20,/Hotel_Review-g298460-d15709847-Reviews-26th_Avenue_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Transit Guest House,3.5,0,0,0,0,0,0,36,/Hotel_Review-g298460-d12027198-Reviews-Transit_Guest_House-Cebu_City_Cebu_Island_Visayas.html
Westview Pension,2.5,0,0,0,0,0,0,36,/Hotel_Review-g298460-d13821655-Reviews-Westview_Pension-Cebu_City_Cebu_Island_Visayas.html
Terra Manna Beach Resort & Camping,0,0,4.5,4.5,4.5,4.0,4.0,24,/Hotel_Review-g298460-d2269818-Reviews-Terra_Manna_Beach_Resort_Camping-Cebu_City_Cebu_Island_Visayas.html
Cebu Pension Plaza,3.0,0,3.5,3.5,4.0,3.5,4.0,20,/Hotel_Review-g298460-d1052234-Reviews-Cebu_Pension_Plaza-Cebu_City_Cebu_Island_Visayas.html
East Capitol Pensionne,0,0,4.0,4.0,3.5,4.0,4.5,11,/Hotel_Review-g298460-d1640585-Reviews-East_Capitol_Pensionne-Cebu_City_Cebu_Island_Visayas.html
Gerty's Place,4.0,0,5.0,0,0,0,0,3,/Hotel_Review-g298460-d13527614-Reviews-Gerty_s_Place-Cebu_City_Cebu_Island_Visayas.html
Mandaue Hotel-Cebu City,2.0,0,4.5,4.0,4.0,0,0,4,/Hotel_Review-g298460-d10258566-Reviews-Mandaue_Hotel_Cebu_City-Cebu_City_Cebu_Island_Visayas.html
HI Hostel - Myra's Pensionne,0,0,4.0,4.0,4.0,4.5,4.0,9,/Hotel_Review-g298460-d1815824-Reviews-HI_Hostel_Myra_s_Pensionne-Cebu_City_Cebu_Island_Visayas.html
Jacinta Pension House,0,0,3.5,4.5,4.0,3.5,4.0,9,/Hotel_Review-g298460-d1229641-Reviews-Jacinta_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Executive Pension Cebu,0,0,3.5,5.0,4.0,3.0,3.5,21,/Hotel_Review-g298460-d8709997-Reviews-Executive_Pension_Cebu-Cebu_City_Cebu_Island_Visayas.html
JSU-PSU Mariners Court-Cebu,0,0,0,0,0,0,0,7,/Hotel_Review-g298460-d8117161-Reviews-JSU_PSU_Mariners_Court_Cebu-Cebu_City_Cebu_Island_Visayas.html
GnB Hostel,0,0,3.5,4.0,3.5,0,0,11,/Hotel_Review-g298460-d7813019-Reviews-GnB_Hostel-Cebu_City_Cebu_Island_Visayas.html
City Park Inn,3.0,0,4.0,4.0,3.0,3.5,3.0,4,/Hotel_Review-g298460-d1229654-Reviews-City_Park_Inn-Cebu_City_Cebu_Island_Visayas.html
Roseate Pensione House,0,0,0,0,0,0,0,17,/Hotel_Review-g298460-d1581603-Reviews-Roseate_Pensione_House-Cebu_City_Cebu_Island_Visayas.html
Carnaza Island Rental Rooms and Boat Services,3.0,0,5.0,0,0,0,0,1,/Hotel_Review-g298460-d14246209-Reviews-Carnaza_Island_Rental_Rooms_and_Boat_Services-Cebu_City_Cebu_Island_Visayas.html
Carolinian Inn - USC Training Hotel,3.0,0,3.0,4.0,4.0,0,0,1,/Hotel_Review-g298460-d6834513-Reviews-Carolinian_Inn_USC_Training_Hotel-Cebu_City_Cebu_Island_Visayas.html
Parkside Hidden Paradise Mt. Resort,3.0,0,3.0,3.0,0,0,0,1,/Hotel_Review-g298460-d5288750-Reviews-Parkside_Hidden_Paradise_Mt_Resort-Cebu_City_Cebu_Island_Visayas.html
Enmore Residence Hall,3.0,0,3.0,3.0,3.0,3.0,3.5,4,/Hotel_Review-g298460-d2250986-Reviews-Enmore_Residence_Hall-Cebu_City_Cebu_Island_Visayas.html
Yes Pension,2.5,0,3.0,5.0,0,0,0,2,/Hotel_Review-g298460-d7933898-Reviews-Yes_Pension-Cebu_City_Cebu_Island_Visayas.html
Kamuning House,2.5,0,3.0,4.5,3.5,3.0,4.0,4,/Hotel_Review-g298460-d1229643-Reviews-Kamuning_House-Cebu_City_Cebu_Island_Visayas.html
Tonros Apartelle,0,0,0,0,0,0,0,13,/Hotel_Review-g298460-d1819143-Reviews-Tonros_Apartelle-Cebu_City_Cebu_Island_Visayas.html
Cebu Hallmark Hotel,3.0,0,1.0,3.0,1.0,1.0,2.0,1,/Hotel_Review-g298460-d1640370-Reviews-Cebu_Hallmark_Hotel-Cebu_City_Cebu_Island_Visayas.html
RF Suites Pension & Dorm,0,0,2.5,1.0,2.0,2.0,0,6,/Hotel_Review-g298460-d13364669-Reviews-RF_Suites_Pension_Dorm-Cebu_City_Cebu_Island_Visayas.html
Trinity Suites,2.5,0,1.0,1.0,1.0,1.0,0,1,/Hotel_Review-g298460-d1212469-Reviews-Trinity_Suites-Cebu_City_Cebu_Island_Visayas.html
Tambuli Beach Club East Wing,0,0,2.5,3.5,3.0,3.0,3.0,57,/Hotel_Review-g298460-d455428-Reviews-Tambuli_Beach_Club_East_Wing-Cebu_City_Cebu_Island_Visayas.html
Westpoint Inn,0,0,2.5,3.5,2.5,3.0,3.5,21,/Hotel_Review-g298460-d1229650-Reviews-Westpoint_Inn-Cebu_City_Cebu_Island_Visayas.html
La Guardia Hotel,0,0,2.5,3.0,2.5,2.5,4.0,27,/Hotel_Review-g298460-d1450949-Reviews-La_Guardia_Hotel-Cebu_City_Cebu_Island_Visayas.html
Glojam Town Apartelle,3.0,0,1.0,4.0,2.0,0,0,1,/Hotel_Review-g298460-d12676070-Reviews-Glojam_Town_Apartelle-Cebu_City_Cebu_Island_Visayas.html
Executive Royal lnn,4.0,0,2.0,4.0,3.0,4.0,3.5,5,/Hotel_Review-g298460-d1229640-Reviews-Executive_Royal_lnn-Cebu_City_Cebu_Island_Visayas.html
Cityscape Hotel Cebu City,3.0,0,1.0,3.0,1.0,1.0,0,3,/Hotel_Review-g298460-d10258709-Reviews-Cityscape_Hotel_Cebu_City-Cebu_City_Cebu_Island_Visayas.html
Kukuks Nest Garden Restaurant and Pension House,0,0,2.0,3.0,1.5,2.5,2.0,16,/Hotel_Review-g298460-d1196740-Reviews-Kukuks_Nest_Garden_Restaurant_and_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Bella Luna Luxury Hotel,3.0,0,0,0,0,0,0,19,/Hotel_Review-g298460-d12875972-Reviews-Bella_Luna_Luxury_Hotel-Cebu_City_Cebu_Island_Visayas.html
Benz Pension House,3.0,0,0,0,0,0,0,82,/Hotel_Review-g298460-d1640163-Reviews-Benz_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Brumini Cayang-on The Risen Lord Chapel and Retreat House,3.0,0,0,0,0,0,0,19,/Hotel_Review-g298460-d6828012-Reviews-Brumini_Cayang_on_The_Risen_Lord_Chapel_and_Retreat_House-Cebu_City_Cebu_Island_Visaya.html
the BUNK BED house,3.0,0,0,0,0,0,0,82,/Hotel_Review-g298460-d7147407-Reviews-The_BUNK_BED_house-Cebu_City_Cebu_Island_Visayas.html
Cebu Downtown Hotel,3.0,0,0,0,0,0,0,251,/Hotel_Review-g298460-d1582740-Reviews-Cebu_Downtown_Hotel-Cebu_City_Cebu_Island_Visayas.html
Cebu MTB Adventure Hostel,3.0,0,0,0,0,0,0,78,/Hotel_Review-g298460-d12497697-Reviews-Cebu_MTB_Adventure_Hostel-Cebu_City_Cebu_Island_Visayas.html
Celia's Inn,2.0,0,0,0,0,0,0,164,/Hotel_Review-g298460-d6955042-Reviews-Celia_s_Inn-Cebu_City_Cebu_Island_Visayas.html
Centrepoint Hotel Cebu,2.5,0,0,0,0,0,0,251,/Hotel_Review-g298460-d1169497-Reviews-Centrepoint_Hotel_Cebu-Cebu_City_Cebu_Island_Visayas.html
D'Inn Hotel and Restaurant,2.5,0,0,0,0,0,0,60,/Hotel_Review-g298460-d1640582-Reviews-D_Inn_Hotel_and_Restaurant-Cebu_City_Cebu_Island_Visayas.html
Golden Phoenix Suites,3.0,0,0,0,0,0,0,70,/Hotel_Review-g298460-d3595248-Reviews-Golden_Phoenix_Suites-Cebu_City_Cebu_Island_Visayas.html
Hotel Victoria De Cebu,2.5,0,0,0,0,0,0,55,/Hotel_Review-g298460-d1229659-Reviews-Hotel_Victoria_De_Cebu-Cebu_City_Cebu_Island_Visayas.html
Just Inn Cottages,2.0,0,0,0,0,0,0,41,/Hotel_Review-g298460-d1874819-Reviews-Just_Inn_Cottages-Cebu_City_Cebu_Island_Visayas.html
La Casita De Cebu Pension,3.5,0,0,0,0,0,0,233,/Hotel_Review-g298460-d1229668-Reviews-La_Casita_De_Cebu_Pension-Cebu_City_Cebu_Island_Visayas.html
LH Prime Guest House,3.0,0,0,0,0,0,0,78,/Hotel_Review-g298460-d12140407-Reviews-LH_Prime_Guest_House-Cebu_City_Cebu_Island_Visayas.html
Minglarosa,3.0,0,0,0,0,0,0,92,/Hotel_Review-g298460-d7908384-Reviews-Minglarosa-Cebu_City_Cebu_Island_Visayas.html
Sundance Residences,3.0,0,0,0,0,0,0,31,/Hotel_Review-g298460-d17397585-Reviews-Sundance_Residences-Cebu_City_Cebu_Island_Visayas.html
Takumi Guesthouse,4.0,0,0,0,0,0,0,"1,227",/Hotel_Review-g298460-d6827687-Reviews-Takumi_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Yollys Place,2.0,0,0,0,0,0,0,47,/Hotel_Review-g298460-d15779764-Reviews-Yollys_Place-Cebu_City_Cebu_Island_Visayas.html
Mandarin Plaza Hotel,4.0,0,3.5,4.5,4.0,4.0,4.0,835,/Hotel_Review-g298460-d4610789-Reviews-Mandarin_Plaza_Hotel-Cebu_City_Cebu_Island_Visayas.html
Hotel Fortuna,3.0,0,3.5,4.0,4.0,4.0,4.0,66,/Hotel_Review-g298460-d736324-Reviews-Hotel_Fortuna-Cebu_City_Cebu_Island_Visayas.html
Le Village Hostel Cebu,2.0,0,4.0,4.0,3.5,4.0,4.0,112,/Hotel_Review-g298460-d7596144-Reviews-Le_Village_Hostel_Cebu-Cebu_City_Cebu_Island_Visayas.html
Hostel Seven Cebu,0,0,4.0,5.0,4.0,3.5,0,26,/Hotel_Review-g298460-d12811813-Reviews-Hostel_Seven_Cebu-Cebu_City_Cebu_Island_Visayas.html
Quest Serviced Residences,3.0,0,5.0,5.0,5.0,4.5,4.0,5,/Hotel_Review-g298460-d15204645-Reviews-Quest_Serviced_Residences-Cebu_City_Cebu_Island_Visayas.html
Travelbee Guesthouse,2.0,0,4.5,3.5,5.0,4.5,4.5,55,/Hotel_Review-g298460-d6132119-Reviews-Travelbee_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Casa Escano,3.0,0,4.0,4.0,4.5,4.5,4.5,154,/Hotel_Review-g298460-d1231919-Reviews-Casa_Escano-Cebu_City_Cebu_Island_Visayas.html
"Robe""s Pension House",1.0,0,4.0,4.0,4.0,3.5,4.0,92,/Hotel_Review-g298460-d2623752-Reviews-Robe_s_Pension_House-Cebu_City_Cebu_Island_Visayas.html
West Gorordo Hotel Cebu,3.0,0,4.0,4.5,4.5,4.5,4.0,60,/Hotel_Review-g298460-d1157775-Reviews-West_Gorordo_Hotel_Cebu-Cebu_City_Cebu_Island_Visayas.html
Ford's Inn,3.0,0,4.0,4.5,4.5,4.0,4.5,18,/Hotel_Review-g298460-d1601242-Reviews-Ford_s_Inn-Cebu_City_Cebu_Island_Visayas.html
St. Moritz Hotel,2.0,0,3.5,3.5,3.5,3.5,3.5,28,/Hotel_Review-g298460-d628344-Reviews-St_Moritz_Hotel-Cebu_City_Cebu_Island_Visayas.html
Paulo Luna Resort & Spa,3.0,0,3.5,4.0,5.0,3.5,3.5,37,/Hotel_Review-g298460-d8491872-Reviews-Paulo_Luna_Resort_Spa-Cebu_City_Cebu_Island_Visayas.html
Travelbee Capitol Inn Cebu,2.0,0,3.5,4.5,3.5,4.0,4.0,26,/Hotel_Review-g298460-d2248010-Reviews-Travelbee_Capitol_Inn_Cebu-Cebu_City_Cebu_Island_Visayas.html
Tipolo Tree Services Apartments,3.0,0,4.5,5.0,5.0,5.0,0,5,/Hotel_Review-g298460-d11779513-Reviews-Tipolo_Tree_Services_Apartments-Cebu_City_Cebu_Island_Visayas.html
Casa Amigo,2.0,0,3.5,3.5,4.0,4.0,4.0,15,/Hotel_Review-g298460-d6707024-Reviews-Casa_Amigo-Cebu_City_Cebu_Island_Visayas.html
Intosan Beach Resort,0,0,3.0,3.5,3.0,3.0,3.0,31,/Hotel_Review-g298460-d2098743-Reviews-Intosan_Beach_Resort-Cebu_City_Cebu_Island_Visayas.html
Ringtop Pension House,3.0,0,5.0,0,0,0,0,2,/Hotel_Review-g298460-d11866791-Reviews-Ringtop_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Balay Bakasyunan,2.0,0,4.0,2.0,4.0,3.5,4.0,5,/Hotel_Review-g298460-d6506301-Reviews-Balay_Bakasyunan-Cebu_City_Cebu_Island_Visayas.html
Chatswood Residences,3.0,0,4.0,5.0,3.0,3.0,0,8,/Hotel_Review-g298460-d10691702-Reviews-Chatswood_Residences-Cebu_City_Cebu_Island_Visayas.html
Buena Vida Suites Capitol,0,0,3.5,4.0,3.5,3.5,3.5,23,/Hotel_Review-g298460-d2263168-Reviews-Buena_Vida_Suites_Capitol-Cebu_City_Cebu_Island_Visayas.html
Casa Pelaez,2.5,0,4.5,4.0,5.0,4.0,0,3,/Hotel_Review-g298460-d4878373-Reviews-Casa_Pelaez-Cebu_City_Cebu_Island_Visayas.html
Guesthouse Storyshare Guadalupe,2.5,0,5.0,4.0,5.0,5.0,0,1,/Hotel_Review-g298460-d13008282-Reviews-Guesthouse_Storyshare_Guadalupe-Cebu_City_Cebu_Island_Visayas.html
Steven's Place Hostel,3.0,0,3.5,0,0,0,0,3,/Hotel_Review-g298460-d11678228-Reviews-Steven_s_Place_Hostel-Cebu_City_Cebu_Island_Visayas.html
Gunners Lodge,3.0,0,3.5,5.0,3.0,0,0,3,/Hotel_Review-g298460-d6613422-Reviews-Gunners_Lodge-Cebu_City_Cebu_Island_Visayas.html
Grand Cenia Hotel and Residences,3.5,0,5.0,0,0,0,0,1,/Hotel_Review-g298460-d1439365-Reviews-Grand_Cenia_Hotel_and_Residences-Cebu_City_Cebu_Island_Visayas.html
Lot 8 Serviced Apartments,5.0,0,4.0,4.0,4.0,4.0,0,1,/Hotel_Review-g298460-d7290919-Reviews-Lot_8_Serviced_Apartments-Cebu_City_Cebu_Island_Visayas.html
RoMa's Guesthouse,2.5,0,3.5,4.0,4.0,0,0,3,/Hotel_Review-g298460-d7614973-Reviews-RoMa_s_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Hotel Le Carmen,0,0,3.0,3.5,3.0,3.0,3.5,21,/Hotel_Review-g298460-d968643-Reviews-Hotel_Le_Carmen-Cebu_City_Cebu_Island_Visayas.html
Hotel Casablanca,2.5,0,3.5,4.5,4.0,3.0,3.0,5,/Hotel_Review-g298460-d3221695-Reviews-Hotel_Casablanca-Cebu_City_Cebu_Island_Visayas.html
G & B Hostel,2.0,0,3.0,1.0,3.0,2.0,0,2,/Hotel_Review-g298460-d10731244-Reviews-G_B_Hostel-Cebu_City_Cebu_Island_Visayas.html
Odlot Hideaway Resort,3.0,0,3.0,0,0,0,0,1,/Hotel_Review-g298460-d6924122-Reviews-Odlot_Hideaway_Resort-Cebu_City_Cebu_Island_Visayas.html
La Residencia Luzviminda Pensionne,2.0,0,2.5,4.0,2.5,3.5,3.0,2,/Hotel_Review-g298460-d3507959-Reviews-La_Residencia_Luzviminda_Pensionne-Cebu_City_Cebu_Island_Visayas.html
Wins Pension House,1.5,0,1.0,3.0,4.0,2.0,0,1,/Hotel_Review-g298460-d11619285-Reviews-Wins_Pension_House-Cebu_City_Cebu_Island_Visayas.html
Mambaling Pension House - 2,3.0,0,1.0,0,0,0,0,1,/Hotel_Review-g298460-d15049554-Reviews-Mambaling_Pension_House_2-Cebu_City_Cebu_Island_Visayas.html
Gran Prix Hotel & Suites Cebu,0,0,3.0,4.5,3.5,3.0,3.5,105,/Hotel_Review-g298460-d1379996-Reviews-Gran_Prix_Hotel_Suites_Cebu-Cebu_City_Cebu_Island_Visayas.html
OYO 130 Jy Crown Palace,2.0,0,1.5,2.0,2.0,1.0,0,2,/Hotel_Review-g298460-d1847378-Reviews-OYO_130_Jy_Crown_Palace-Cebu_City_Cebu_Island_Visayas.html
Grand Residences Cebu,3.0,0,0,0,0,0,0,92,/Hotel_Review-g298460-d16876083-Reviews-Grand_Residences_Cebu-Cebu_City_Cebu_Island_Visayas.html
Guesthouse Storyshare,2.0,0,0,0,0,0,0,70,/Hotel_Review-g298460-d13007001-Reviews-Guesthouse_Storyshare-Cebu_City_Cebu_Island_Visayas.html
HLL Guesthouse,2.0,0,0,0,0,0,0,79,/Hotel_Review-g298460-d6828032-Reviews-HLL_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Kryst Tourist Inn,3.0,0,0,0,0,0,0,19,/Hotel_Review-g298460-d17522434-Reviews-Kryst_Tourist_Inn-Cebu_City_Cebu_Island_Visayas.html
Lia's Places,3.0,0,0,0,0,0,0,124,/Hotel_Review-g298460-d15809611-Reviews-Lia_s_Places-Cebu_City_Cebu_Island_Visayas.html
Lord’s Inn,3.0,0,0,0,0,0,0,92,/Hotel_Review-g298460-d13532044-Reviews-Lord_s_Inn-Cebu_City_Cebu_Island_Visayas.html
Russel's Guesthouse,5.0,0,0,0,0,0,0,"4,165",/Hotel_Review-g298460-d12497635-Reviews-Russel_s_Guesthouse-Cebu_City_Cebu_Island_Visayas.html
Santoni's Place,3.5,0,0,0,0,0,0,92,/Hotel_Review-g298460-d17443133-Reviews-Santoni_s_Place-Cebu_City_Cebu_Island_Visayas.html
Sweet Home Balamban,3.5,0,0,0,0,0,0,233,/Hotel_Review-g298460-d10314473-Reviews-Sweet_Home_Balamban-Cebu_City_Cebu_Island_Visayas.html
