hotel_name,hotel_class,hotel_room_price,ta_rating,ta_location,ta_cleanliness,ta_service,ta_value,review_count,url
Three Little Birds Resort,4.0,0,5.0,5.0,5.0,5.0,0,1,/Hotel_Review-g1872021-d17396930-Reviews-Three_Little_Birds_Resort-Anda_Bohol_Island_Bohol_Province_Visayas.html
Lakeside View Cottage Inn Resort,3.0,0,3.5,3.0,3.0,4.0,0,5,/Hotel_Review-g1549838-d7913706-Reviews-Lakeside_View_Cottage_Inn_Resort-Guindulman_Bohol_Island_Bohol_Province_Visayas.html
Lamanok Nature and Beach Resort,3.0,0,5.0,0,0,0,0,1,/Hotel_Review-g1872021-d3671174-Reviews-Lamanok_Nature_and_Beach_Resort-Anda_Bohol_Island_Bohol_Province_Visayas.html
Piliglish Farm & Guest House,2.5,0,5.0,5.0,0,0,0,1,/Hotel_Review-g9695286-d9595138-Reviews-Piliglish_Farm_Guest_House-Clarin_Bohol_Island_Bohol_Province_Visayas.html
Hotel Fleur de Liz,3.0,0,4.0,4.0,3.0,0,0,1,/Hotel_Review-g1066348-d16884582-Reviews-Hotel_Fleur_de_Liz-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
TMR Pension House,0,0,3.5,4.0,3.0,3.0,3.0,5,/Hotel_Review-g1759804-d1756304-Reviews-TMR_Pension_House-Tubigon_Bohol_Island_Bohol_Province_Visayas.html
Coralandia Resort,2.5,0,3.0,4.0,3.5,3.5,3.5,5,/Hotel_Review-g1066348-d1759033-Reviews-Coralandia_Resort-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Share House Bohol,2.5,0,4.0,4.0,3.5,4.0,0,2,/Hotel_Review-g1066348-d2221803-Reviews-Share_House_Bohol-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Blue Sky-Sea Resort,2.0,0,3.0,2.5,3.0,3.5,3.5,28,/Hotel_Review-g294259-d577830-Reviews-Blue_Sky_Sea_Resort-Bohol_Island_Bohol_Province_Visayas.html
Bohol's Dapdap Beach Resort,0,0,0,0,0,0,0,28,/Hotel_Review-g1872021-d2173685-Reviews-Bohol_s_Dapdap_Beach_Resort-Anda_Bohol_Island_Bohol_Province_Visayas.html
Rederlyn Pension House,0,0,4.0,4.0,4.0,4.0,0,2,/Hotel_Review-g1759804-d7914068-Reviews-Rederlyn_Pension_House-Tubigon_Bohol_Island_Bohol_Province_Visayas.html
Casa Juana,2.5,0,3.5,4.0,2.0,3.0,3.5,4,/Hotel_Review-g1066348-d1759160-Reviews-Casa_Juana-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Shores Apartelle,3.0,0,3.5,4.0,2.5,2.5,4.0,3,/Hotel_Review-g1066348-d1759157-Reviews-Shores_Apartelle-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Batanguenio Resort,0,0,4.0,5.0,5.0,4.0,4.0,0,/Hotel_Review-g294259-d3927750-Reviews-Batanguenio_Resort-Bohol_Island_Bohol_Province_Visayas.html
Bugsay Beach Resort,3.0,0,0,0,0,0,0,1,/Hotel_Review-g7148729-d8795088-Reviews-Bugsay_Beach_Resort-Cortes_Bohol_Island_Bohol_Province_Visayas.html
JCR Inn,2.5,0,0,0,0,0,0,2,/Hotel_Review-g294259-d1759177-Reviews-JCR_Inn-Bohol_Island_Bohol_Province_Visayas.html
Beracha Inland Resort,2.5,0,2.5,3.0,1.0,3.0,0,2,/Hotel_Review-g294259-d1552442-Reviews-Beracha_Inland_Resort-Bohol_Island_Bohol_Province_Visayas.html
Villa Anita,2.5,0,0,0,0,0,0,3,/Hotel_Review-g294259-d1007496-Reviews-Villa_Anita-Bohol_Island_Bohol_Province_Visayas.html
Blue Horizon Inn,2.0,0,3.0,3.0,5.0,5.0,0,2,/Hotel_Review-g1066348-d12218032-Reviews-Blue_Horizon_Inn-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Heritage Crab House Tourist Inn & Restaurant,2.0,0,3.0,2.5,2.0,2.5,0,3,/Hotel_Review-g1066348-d11811642-Reviews-Heritage_Crab_House_Tourist_Inn_Restaurant-Tagbilaran_City_Bohol_Island_Bohol_Provin.html
Charisma lodge,2.5,0,3.0,4.0,3.0,3.0,3.0,4,/Hotel_Review-g1066348-d1832385-Reviews-Charisma_lodge-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Hats Inn,2.0,0,2.5,5.0,2.0,2.0,3.0,2,/Hotel_Review-g1066348-d1759130-Reviews-Hats_Inn-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
J & A Travellers Inn,4.0,0,2.0,0,0,0,0,1,/Hotel_Review-g1872021-d3671131-Reviews-J_A_Travellers_Inn-Anda_Bohol_Island_Bohol_Province_Visayas.html
East Coast Tourist Inn,3.0,0,2.0,4.0,4.0,0,0,1,/Hotel_Review-g1066348-d1977186-Reviews-East_Coast_Tourist_Inn-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Baclayon Bed And Breakfast,2.0,0,2.5,2.0,4.0,0,0,2,/Hotel_Review-g1390126-d6939779-Reviews-Baclayon_Bed_And_Breakfast-Baclayon_Bohol_Island_Bohol_Province_Visayas.html
Andanian's Hotel and Restaurant,3.0,0,1.0,4.0,1.0,3.0,0,1,/Hotel_Review-g1872021-d3314312-Reviews-Andanian_s_Hotel_and_Restaurant-Anda_Bohol_Island_Bohol_Province_Visayas.html
The Monina RM Midtown Inn & Restaurant,0,0,3.0,4.0,2.5,3.0,3.0,31,/Hotel_Review-g1759804-d1787736-Reviews-The_Monina_RM_Midtown_Inn_Restaurant-Tubigon_Bohol_Island_Bohol_Province_Visayas.html
Ellen's Bed & Bath,0,0,2.5,4.5,4.0,3.0,0,9,/Hotel_Review-g1066348-d6375474-Reviews-Ellen_s_Bed_Bath-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Via Bohol Tourist Inn,0,0,0,0,0,0,0,6,/Hotel_Review-g294259-d969115-Reviews-Via_Bohol_Tourist_Inn-Bohol_Island_Bohol_Province_Visayas.html
JJ's Seafood Village,0,0,2.5,4.5,2.0,2.5,1.5,9,/Hotel_Review-g1066348-d4697308-Reviews-JJ_s_Seafood_Village-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Adventure Scuba Diving Resort and Restaurant,2.5,0,0,0,0,0,0,21,/Hotel_Review-g1598851-d1972424-Reviews-Adventure_Scuba_Diving_Resort_and_Restaurant-Carmen_Bohol_Island_Bohol_Province_Visay.html
Anda de Peninsula,4.0,0,0,0,0,0,0,83,/Hotel_Review-g1872021-d7197126-Reviews-Anda_de_Peninsula-Anda_Bohol_Island_Bohol_Province_Visayas.html
Anda Uroy Farm,4.0,0,0,0,0,0,0,83,/Hotel_Review-g1872021-d3671147-Reviews-Anda_Uroy_Farm-Anda_Bohol_Island_Bohol_Province_Visayas.html
Batangueno Resort,2.5,0,0,0,0,0,0,56,/Hotel_Review-g294259-d5982527-Reviews-Batangueno_Resort-Bohol_Island_Bohol_Province_Visayas.html
Blue's Apartelle,2.5,0,0,0,0,0,0,38,/Hotel_Review-g1066348-d14007111-Reviews-Blue_s_Apartelle-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Bohol Guesthouse,3.5,0,0,0,0,0,0,61,/Hotel_Review-g1082590-d13023725-Reviews-Bohol_Guesthouse-Loboc_Bohol_Island_Bohol_Province_Visayas.html
Bohol Mangrove,3.5,0,0,0,0,0,0,73,/Hotel_Review-g1066348-d3777266-Reviews-Bohol_Mangrove-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
CAC Pension House,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d1759167-Reviews-CAC_Pension_House-Bohol_Island_Bohol_Province_Visayas.html
C and T Lodge,0,0,0,0,0,0,0,0,/Hotel_Review-g1439399-d1759101-Reviews-C_and_T_Lodge-Jagna_Bohol_Island_Bohol_Province_Visayas.html
Casa Besas,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d1759172-Reviews-Casa_Besas-Bohol_Island_Bohol_Province_Visayas.html
Casa Villa Tourist Inn,3.0,0,0,0,0,0,0,100,/Hotel_Review-g1390126-d1759047-Reviews-Casa_Villa_Tourist_Inn-Baclayon_Bohol_Island_Bohol_Province_Visayas.html
City Lodge III,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d1759038-Reviews-City_Lodge_III-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Everglory Lodge,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d1759150-Reviews-Everglory_Lodge-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Goody Goody Lodge,0,0,0,0,0,0,0,0,/Hotel_Review-g294259-d1759045-Reviews-Goody_Goody_Lodge-Bohol_Island_Bohol_Province_Visayas.html
GV Pension House,0,0,0,0,0,0,0,0,/Hotel_Review-g294259-d1759175-Reviews-GV_Pension_House-Bohol_Island_Bohol_Province_Visayas.html
HTS Lodge,3.5,0,0,0,0,0,0,38,/Hotel_Review-g1390126-d1758779-Reviews-HTS_Lodge-Baclayon_Bohol_Island_Bohol_Province_Visayas.html
Jed Lodge,0,0,0,0,0,0,0,0,/Hotel_Review-g294259-d1759178-Reviews-Jed_Lodge-Bohol_Island_Bohol_Province_Visayas.html
La Vicenta Lodge,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d1552784-Reviews-La_Vicenta_Lodge-Bohol_Island_Bohol_Province_Visayas.html
LGU - Roxas Park,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d1759054-Reviews-LGU_Roxas_Park-Bohol_Island_Bohol_Province_Visayas.html
Lornie's Finka,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d4023002-Reviews-Lornie_s_Finka-Bohol_Island_Bohol_Province_Visayas.html
Moonlight Inn,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d12201453-Reviews-Moonlight_Inn-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Nicamela Property Ventures Inc,3.0,0,0,0,0,0,0,259,/Hotel_Review-g1066348-d15554441-Reviews-Nicamela_Property_Ventures_Inc-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Pueblo de Pamilacan,3.5,0,0,0,0,0,0,38,/Hotel_Review-g1390126-d1758746-Reviews-Pueblo_de_Pamilacan-Baclayon_Bohol_Island_Bohol_Province_Visayas.html
Punta Cruz Resort,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d3198175-Reviews-Punta_Cruz_Resort-Bohol_Island_Bohol_Province_Visayas.html
Rockstar Spring Resort,0,0,0,0,0,0,0,0,/Hotel_Review-g1759804-d2311654-Reviews-Rockstar_Spring_Resort-Tubigon_Bohol_Island_Bohol_Province_Visayas.html
Seaside Lodge,4.0,0,0,0,0,0,0,83,/Hotel_Review-g1872021-d3671175-Reviews-Seaside_Lodge-Anda_Bohol_Island_Bohol_Province_Visayas.html
Superior Suite,3.0,0,0,0,0,0,0,39,/Hotel_Review-g1066348-d1640823-Reviews-Superior_Suite-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Tagbilaran Uptown Lodge,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d1758782-Reviews-Tagbilaran_Uptown_Lodge-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Talibon Pension House,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d1552432-Reviews-Talibon_Pension_House-Bohol_Island_Bohol_Province_Visayas.html
Tamblot Pension House 1,3.5,0,0,0,0,0,0,17,/Hotel_Review-g1066348-d1759166-Reviews-Tamblot_Pension_House_1-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Verano Guesthouse,3.5,0,0,0,0,0,0,38,/Hotel_Review-g1066348-d16857200-Reviews-Verano_Guesthouse-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Villa Salvador,2.5,0,0,0,0,0,0,21,/Hotel_Review-g294259-d2522932-Reviews-Villa_Salvador-Bohol_Island_Bohol_Province_Visayas.html
Vinapor Blue Waters,2.5,0,0,0,0,0,0,21,/Hotel_Review-g1598851-d3933305-Reviews-Vinapor_Blue_Waters-Carmen_Bohol_Island_Bohol_Province_Visayas.html
Vista Lodge,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d1759132-Reviews-Vista_Lodge-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Za Priscila Tourist Inn,3.0,0,0,0,0,0,0,85,/Hotel_Review-g1872021-d16652558-Reviews-Za_Priscila_Tourist_Inn-Anda_Bohol_Island_Bohol_Province_Visayas.html
Casa Amihan,3.0,0,5.0,4.5,5.0,4.5,4.5,123,/Hotel_Review-g1872021-d3927163-Reviews-Casa_Amihan-Anda_Bohol_Island_Bohol_Province_Visayas.html
Astoria Bohol,3.5,0,4.5,4.5,5.0,4.5,4.5,84,/Hotel_Review-g1390126-d3487457-Reviews-Astoria_Bohol-Baclayon_Bohol_Island_Bohol_Province_Visayas.html
East Coast White Sand Resort & Recreation Center,3.0,0,4.5,4.5,4.5,4.5,4.5,89,/Hotel_Review-g1872021-d3671158-Reviews-East_Coast_White_Sand_Resort_Recreation_Center-Anda_Bohol_Island_Bohol_Province_Visay.html
Bohol Sunset Villa,3.0,0,4.0,4.0,4.5,4.0,4.5,45,/Hotel_Review-g1066348-d7135928-Reviews-Bohol_Sunset_Villa-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Whites & Greens Beach Resort,0,0,4.0,4.5,4.0,4.5,4.0,28,/Hotel_Review-g294259-d1741830-Reviews-Whites_Greens_Beach_Resort-Bohol_Island_Bohol_Province_Visayas.html
Riverside Native House,0,0,4.0,5.0,4.0,0,0,10,/Hotel_Review-g1082590-d12815048-Reviews-Riverside_Native_House-Loboc_Bohol_Island_Bohol_Province_Visayas.html
Loboc Backpackers Inn,0,0,4.5,5.0,5.0,0,0,7,/Hotel_Review-g1082590-d12160105-Reviews-Loboc_Backpackers_Inn-Loboc_Bohol_Island_Bohol_Province_Visayas.html
Villa Tarcela Resort,3.0,0,5.0,4.5,5.0,4.5,5.0,12,/Hotel_Review-g294259-d1759182-Reviews-Villa_Tarcela_Resort-Bohol_Island_Bohol_Province_Visayas.html
Open Doors Haven,2.5,0,0,0,0,0,0,7,/Hotel_Review-g1066348-d12520586-Reviews-Open_Doors_Haven-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Nova Beach Resort,0,0,3.5,4.0,5.0,3.5,4.5,12,/Hotel_Review-g294259-d4843533-Reviews-Nova_Beach_Resort-Bohol_Island_Bohol_Province_Visayas.html
AH Residence,2.5,0,5.0,0,0,0,0,1,/Hotel_Review-g1066348-d16691004-Reviews-AH_Residence-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Coco White Beach Resort,2.0,0,5.0,5.0,5.0,5.0,5.0,2,/Hotel_Review-g294259-d651530-Reviews-Coco_White_Beach_Resort-Bohol_Island_Bohol_Province_Visayas.html
Hilltop Cottage Resort,2.5,0,4.0,4.0,4.5,4.0,4.0,5,/Hotel_Review-g294259-d4324760-Reviews-Hilltop_Cottage_Resort-Bohol_Island_Bohol_Province_Visayas.html
Gie Gardens Hotel,1.0,0,3.0,4.0,2.5,4.0,3.0,5,/Hotel_Review-g1066348-d3220717-Reviews-Gie_Gardens_Hotel-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Bohol Habitat,2.0,0,3.5,4.5,5.0,0,0,3,/Hotel_Review-g4025982-d5036851-Reviews-Bohol_Habitat-Bilar_Bohol_Island_Bohol_Province_Visayas.html
Ladaga Inn Hotel,3.0,0,3.0,0,0,0,0,1,/Hotel_Review-g294259-d735580-Reviews-Ladaga_Inn_Hotel-Bohol_Island_Bohol_Province_Visayas.html
Zensan Bed and Bath,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d15039971-Reviews-Zensan_Bed_and_Bath-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Francesca's Inn,2.5,0,0,0,0,0,0,17,/Hotel_Review-g1066348-d14050972-Reviews-Francesca_s_Inn-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
A Family Apartelle,2.5,0,0,0,0,0,0,2,/Hotel_Review-g1066348-d8541472-Reviews-A_Family_Apartelle-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Seaside Cottage Mansasa,3.5,0,2.0,2.0,2.0,0,0,2,/Hotel_Review-g1066348-d11869149-Reviews-Seaside_Cottage_Mansasa-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Jaz-M Pension House,2.5,0,2.5,0,0,0,0,3,/Hotel_Review-g1066348-d15200117-Reviews-Jaz_M_Pension_House-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Newport Oak Pension Inn,3.5,0,0,0,0,0,0,1,/Hotel_Review-g1066348-d12830805-Reviews-Newport_Oak_Pension_Inn-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Visayas Breeze Resort,0,0,3.5,4.5,4.5,4.0,3.5,8,/Hotel_Review-g294259-d1408045-Reviews-Visayas_Breeze_Resort-Bohol_Island_Bohol_Province_Visayas.html
Happy Time Bohol Guest House,0,0,2.5,3.0,2.5,3.5,4.0,7,/Hotel_Review-g1066348-d10832161-Reviews-Happy_Time_Bohol_Guest_House-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Water Paradise Resort,3.0,0,2.5,3.0,3.0,3.5,3.5,26,/Hotel_Review-g1066348-d1370226-Reviews-Water_Paradise_Resort-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Backpackers Place in Seaviewhills Bohol,2.0,0,0,0,0,0,0,130,/Hotel_Review-g1066348-d17522525-Reviews-Backpackers_Place_in_Seaviewhills_Bohol-Tagbilaran_City_Bohol_Island_Bohol_Province_.html
Batong Buhay Beach Resort,4.0,0,0,0,0,0,0,83,/Hotel_Review-g1439399-d15074755-Reviews-Batong_Buhay_Beach_Resort-Jagna_Bohol_Island_Bohol_Province_Visayas.html
Bohol Avenue Hotel,2.5,0,0,0,0,0,0,17,/Hotel_Review-g1066348-d12697280-Reviews-Bohol_Avenue_Hotel-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Bohol Coop Tourist Inn,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d17514719-Reviews-Bohol_Coop_Tourist_Inn-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Bohol Paradise Hills Resort and Hotel,4.0,0,0,0,0,0,0,83,/Hotel_Review-g294259-d11954682-Reviews-Bohol_Paradise_Hills_Resort_and_Hotel-Bohol_Island_Bohol_Province_Visayas.html
Bohol Son's Guest House,2.5,0,0,0,0,0,0,145,/Hotel_Review-g1066348-d16855287-Reviews-Bohol_Son_s_Guest_House-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Hotel Fleur De Liz,2.0,0,0,0,0,0,0,145,/Hotel_Review-g1066348-d17499494-Reviews-Hotel_Fleur_De_Liz-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Joy Apartelle,2.5,0,0,0,0,0,0,33,/Hotel_Review-g1066348-d15353091-Reviews-Joy_Apartelle-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Kali's Place,2.0,0,0,0,0,0,0,145,/Hotel_Review-g1066348-d12652999-Reviews-Kali_s_Place-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Lanao Love Guesthouse,3.0,0,0,0,0,0,0,100,/Hotel_Review-g1066348-d12329812-Reviews-Lanao_Love_Guesthouse-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Sarmiento Guesthouse,2.5,0,0,0,0,0,0,38,/Hotel_Review-g1066348-d15189304-Reviews-Sarmiento_Guesthouse-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Travel Lodge Tagbilaran,2.0,0,0,0,0,0,0,145,/Hotel_Review-g1066348-d12217290-Reviews-Travel_Lodge_Tagbilaran-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
Urbanu Transient House,2.5,0,0,0,0,0,0,38,/Hotel_Review-g1066348-d13825114-Reviews-Urbanu_Transient_House-Tagbilaran_City_Bohol_Island_Bohol_Province_Visayas.html
